ESNERR_StCode,Region,Date,AvgOfDD_LAT,AvgOfDD_LONG,Temp C,Sal (PSU),Ammonia,Nitrate,Phosphate,NumCode,month,Year,dryS,Subbasin
APN,Upper Slough,2/1/2011,36.8471,-121.7545,15.94499969,32.3,0.044988543,NA,0.022682428,4,2,2011,0,Azevedo Pond
APN,Upper Slough,3/1/2011,36.8471,-121.7545,15.39666684,24.44,0.071251731,NA,0.029535589,4,3,2011,0,Azevedo Pond
APN,Upper Slough,4/5/2011,36.8471,-121.7545,23.6875,24.32,0.00974048,NA,0.031472488,4,4,2011,0,Azevedo Pond
APN,Upper Slough,5/3/2011,36.8471,-121.7545,23.51500034,31.0675,0.155525231,NA,0.086328875,4,5,2011,1,Azevedo Pond
APN,Upper Slough,6/7/2011,36.8471,-121.7545,17.17333349,34.29,0.07287858,NA,0.056975509,4,6,2011,1,Azevedo Pond
APN,Upper Slough,7/12/2011,36.8471,-121.7545,20.59666697,36.72666667,0.053108195,NA,0.090965084,4,7,2011,1,Azevedo Pond
APN,Upper Slough,8/9/2011,36.8471,-121.7545,18.14999962,36.56,0.004637901,NA,0.054358544,4,8,2011,1,Azevedo Pond
APN,Upper Slough,9/13/2011,36.8471,-121.7545,25.14999962,35.36666667,0.024592772,NA,0.037343626,4,9,2011,1,Azevedo Pond
APN,Upper Slough,10/4/2011,36.8471,-121.7545,18.47333336,32.57666667,0.001,NA,0.09182605,4,10,2011,1,Azevedo Pond
APN,Upper Slough,11/8/2011,36.8471,-121.7545,17.59333356,32.53333333,0.0325,NA,0.03035,4,11,2011,0,Azevedo Pond
APN,Upper Slough,12/6/2011,36.8471,-121.7545,11.21333345,32.87333333,0.0357,NA,0.02385,4,12,2011,0,Azevedo Pond
APN,Upper Slough,1/10/2012,36.8471,-121.7545,12.17000008,32.68,0.029831179,NA,0.025988476,4,1,2012,0,Azevedo Pond
APN,Upper Slough,2/14/2012,36.8471,-121.7545,9.949999809,31.62333333,0.098153996,NA,0.034850541,4,2,2012,0,Azevedo Pond
APN,Upper Slough,3/6/2012,36.8471,-121.7545,16.69333331,33.36,0.05785,NA,0.028,4,3,2012,0,Azevedo Pond
APN,Upper Slough,4/3/2012,36.8471,-121.7545,19.62666639,29.65333333,0.15785,NA,0.041,4,4,2012,0,Azevedo Pond
APN,Upper Slough,5/1/2012,36.8471,-121.7545,18.98333295,32.54333333,0.37755,NA,0.19125,4,5,2012,1,Azevedo Pond
APN,Upper Slough,6/12/2012,36.8471,-121.7545,15.6966664,38.51,0.0092,NA,0.1264,4,6,2012,1,Azevedo Pond
APN,Upper Slough,7/10/2012,36.8471,-121.7545,16.58666674,38.05666667,0.00975,NA,0.102,4,7,2012,1,Azevedo Pond
APN,Upper Slough,8/7/2012,36.8471,-121.7545,16.0733331,36.38333333,0.02015,NA,0.08705,4,8,2012,1,Azevedo Pond
APN,Upper Slough,9/11/2012,36.8471,-121.7545,19.70000013,37.62666667,9.00E-04,NA,0.1145,4,9,2012,1,Azevedo Pond
APN,Upper Slough,10/9/2012,36.8471,-121.7545,16.88666662,36.11666667,0.0418,NA,0.10735,4,10,2012,1,Azevedo Pond
APN,Upper Slough,11/13/2012,36.8471,-121.7545,NA,NA,0.07845,NA,0.0472,4,11,2012,0,Azevedo Pond
APN,Upper Slough,12/11/2012,36.8471,-121.7545,NA,0,0.10525,NA,0.0569,4,12,2012,0,Azevedo Pond
APN,Upper Slough,1/8/2013,36.8471,-121.7545,12.43333308,28.63,0.13555,NA,0.0499,4,1,2013,0,Azevedo Pond
APN,Upper Slough,2/5/2013,36.8471,-121.7545,11.27333355,32.92,0.0789,NA,0.0483,4,2,2013,0,Azevedo Pond
APN,Upper Slough,3/5/2013,36.8471,-121.7545,13.57000001,33.93666667,0.08015,NA,0.0601,4,3,2013,0,Azevedo Pond
APN,Upper Slough,4/2/2013,36.8471,-121.7545,17.53333282,34.02333333,0.0738,NA,0.08085,4,4,2013,0,Azevedo Pond
APN,Upper Slough,5/7/2013,36.8471,-121.7545,24.71666654,36.83333333,0.0655,NA,0.0606,4,5,2013,1,Azevedo Pond
APN,Upper Slough,6/4/2013,36.8471,-121.7545,19.04999987,27.94,6.50E-04,NA,0.06375,4,6,2013,1,Azevedo Pond
APN,Upper Slough,7/2/2013,36.8471,-121.7545,22.23999977,37.82666667,0.00175,NA,0.10295,4,7,2013,1,Azevedo Pond
APN,Upper Slough,8/6/2013,36.8471,-121.7545,21.31333288,36.25333333,0.06845,NA,0.0472,4,8,2013,1,Azevedo Pond
APN,Upper Slough,9/3/2013,36.8471,-121.7545,28.34333356,37.44666667,0.03385,NA,0.08225,4,9,2013,1,Azevedo Pond
APN,Upper Slough,10/1/2013,36.8471,-121.7545,23.48666636,35.35666667,0.02895,NA,0.04835,4,10,2013,1,Azevedo Pond
APN,Upper Slough,11/12/2013,36.8471,-121.7545,15.5533336,34.45,0.04015,NA,0.03525,4,11,2013,0,Azevedo Pond
APN,Upper Slough,12/10/2013,36.8471,-121.7545,4.53333346,33.06666667,0.0483,NA,0.0442,4,12,2013,0,Azevedo Pond
APN,Upper Slough,1/7/2014,36.8471,-121.7545,10.22666645,34.25333333,0.073,NA,0.029,4,1,2014,0,Azevedo Pond
APN,Upper Slough,2/11/2014,36.8471,-121.7545,18.73333295,31.7,0.10155,NA,0.0464,4,2,2014,0,Azevedo Pond
APN,Upper Slough,3/11/2014,36.8471,-121.7545,20.80666606,32.86666667,0.1267,NA,0.0511,4,3,2014,0,Azevedo Pond
APN,Upper Slough,4/8/2014,36.8471,-121.7545,20.20999972,31.14666667,0.22515,NA,0.08365,4,4,2014,0,Azevedo Pond
APN,Upper Slough,5/6/2014,36.8471,-121.7545,15.85999997,38.84333333,0.06015,NA,0.07425,4,5,2014,1,Azevedo Pond
APN,Upper Slough,6/3/2014,36.8471,-121.7545,16.81999969,35.57333333,0.04345,NA,0.05505,4,6,2014,1,Azevedo Pond
APN,Upper Slough,7/8/2014,36.8471,-121.7545,21.32500076,37.745,0.00765,NA,0.04745,4,7,2014,1,Azevedo Pond
APN,Upper Slough,8/5/2014,36.8471,-121.7545,19.6066672,38.13333333,0.00195,NA,0.0657,4,8,2014,1,Azevedo Pond
APN,Upper Slough,9/2/2014,36.8471,-121.7545,19.78000069,37.95,0.004025,NA,0,4,9,2014,1,Azevedo Pond
APN,Upper Slough,10/7/2014,36.8471,-121.7545,21.70666631,34.55,0.0078,NA,0.0487,4,10,2014,1,Azevedo Pond
APN,Upper Slough,11/4/2014,36.8471,-121.7545,17.57666651,30.58333333,0.0187,NA,0.0391,4,11,2014,0,Azevedo Pond
APN,Upper Slough,12/2/2014,36.8471,-121.7545,14.06999969,31.8,0.04065,NA,0.016,4,12,2014,0,Azevedo Pond
APN,Upper Slough,1/13/2015,36.8471,-121.7545,11.35999966,30.88333333,0.1396,NA,0.002,4,1,2015,0,Azevedo Pond
APN,Upper Slough,2/3/2015,36.8471,-121.7545,15.02333355,32.90666667,0.032375,NA,0.02085,4,2,2015,0,Azevedo Pond
APN,Upper Slough,3/3/2015,36.8471,-121.7545,18.10000038,32.85,0.03645,NA,0.0424,4,3,2015,0,Azevedo Pond
APN,Upper Slough,4/14/2015,36.8471,-121.7545,18.8933328,35.29,0.031225,NA,0.0648,4,4,2015,0,Azevedo Pond
APN,Upper Slough,5/12/2015,36.8471,-121.7545,16.63666598,35.88333333,0.0269,NA,0.0637,4,5,2015,1,Azevedo Pond
APN,Upper Slough,6/10/2015,36.8471,-121.7545,15.8166666,35.99333333,0.038,NA,0.072933333,4,6,2015,1,Azevedo Pond
APN,Upper Slough,7/7/2015,36.8471,-121.7545,16.67000008,36.34,0.025,NA,0.049733333,4,7,2015,1,Azevedo Pond
APN,Upper Slough,8/11/2015,36.8471,-121.7545,25.47999954,35.60666667,0.17425,NA,0.0493,4,8,2015,1,Azevedo Pond
APN,Upper Slough,9/8/2015,36.8471,-121.7545,24.72666613,34.1,0.031333333,NA,0.027233333,4,9,2015,1,Azevedo Pond
APN,Upper Slough,10/6/2015,36.8471,-121.7545,21.76000023,34.57666667,0.065666667,NA,0.0233,4,10,2015,1,Azevedo Pond
APN,Upper Slough,11/3/2015,36.8471,-121.7545,NA,NA,0.074733333,NA,0.047766667,4,11,2015,0,Azevedo Pond
APN,Upper Slough,12/8/2015,36.8471,-121.7545,14.22333336,32.76,0.08635,NA,0.030725,4,12,2015,0,Azevedo Pond
APN,Upper Slough,1/5/2016,36.8471,-121.7545,11.60999966,29.48,0.0879,NA,0.022066667,4,1,2016,0,Azevedo Pond
APN,Upper Slough,2/2/2016,36.8471,-121.7545,9.976666451,24.73666667,0.681666667,NA,0.0912,4,2,2016,0,Azevedo Pond
APN,Upper Slough,3/1/2016,36.8471,-121.7545,14.49333318,30.82333333,0.258666667,NA,0.114333333,4,3,2016,0,Azevedo Pond
APN,Upper Slough,4/5/2016,36.8471,-121.7545,25.98999977,29.55666667,0.061725,NA,0.075075,4,4,2016,0,Azevedo Pond
APN,Upper Slough,5/2/2016,36.8471,-121.7545,22.09666697,34.27,0.09275,NA,0.104,4,5,2016,1,Azevedo Pond
APN,Upper Slough,6/14/2016,36.8471,-121.7545,22.69333394,36.88333333,0.0503,NA,0.154,4,6,2016,1,Azevedo Pond
APN,Upper Slough,7/12/2016,36.8471,-121.7545,17.0333341,37.25333333,0.012533333,NA,0.141666667,4,7,2016,1,Azevedo Pond
APN,Upper Slough,8/9/2016,36.8471,-121.7545,15.96000004,35.55,0.01905,NA,0.074575,4,8,2016,1,Azevedo Pond
APN,Upper Slough,9/13/2016,36.8471,-121.7545,15.15666644,37.28,0.0645,NA,0.041666667,4,9,2016,1,Azevedo Pond
APN,Upper Slough,10/11/2016,36.8471,-121.7545,20.05999947,36.72,0.055533333,NA,0.032733333,4,10,2016,1,Azevedo Pond
APN,Upper Slough,11/8/2016,36.8471,-121.7545,18.76000023,32.44666667,0.142,NA,0.0292,4,11,2016,0,Azevedo Pond
APN,Upper Slough,12/6/2016,36.8471,-121.7545,9.683333397,30.81,0.1135,NA,0.020025,4,12,2016,0,Azevedo Pond
APN,Upper Slough,1/11/2017,36.8471,-121.7545,13.04999987,10.16,0.365333333,NA,0.269333333,4,1,2017,0,Azevedo Pond
APN,Upper Slough,2/8/2017,36.8471,-121.7545,15.31000042,19.85,0.320333333,NA,0.071833333,4,2,2017,0,Azevedo Pond
APN,Upper Slough,3/7/2017,36.8471,-121.7545,17.50333341,23.65333333,0.14,NA,0.072266667,4,3,2017,0,Azevedo Pond
APN,Upper Slough,4/4/2017,36.8471,-121.7545,19.24333318,27.78,0.13775,NA,0.0996,4,4,2017,0,Azevedo Pond
APN,Upper Slough,5/2/2017,36.8471,-121.7545,18.11666743,31.83666667,0.058333333,NA,0.144,4,5,2017,1,Azevedo Pond
APN,Upper Slough,6/6/2017,36.8471,-121.7545,20.07666651,37.22,0.0196,NA,0.157866667,4,6,2017,1,Azevedo Pond
APN,Upper Slough,7/5/2017,36.8471,-121.7545,25.22300021,37.47333333,0.014966667,NA,0.082666667,4,7,2017,1,Azevedo Pond
APN,Upper Slough,8/1/2017,36.8471,-121.7545,20.27799988,37.08333333,0.018475,NA,0.1205,4,8,2017,1,Azevedo Pond
APN,Upper Slough,9/12/2017,36.8471,-121.7545,19.96833356,36.8,0.157666667,NA,0.191666667,4,9,2017,1,Azevedo Pond
APN,Upper Slough,10/3/2017,36.8471,-121.7545,22.74466705,36.45333333,0.171333333,NA,0.0662,4,10,2017,1,Azevedo Pond
APN,Upper Slough,11/14/2017,36.8471,-121.7545,19.57999992,34.60333333,0.142333333,NA,0.041333333,4,11,2017,0,Azevedo Pond
APN,Upper Slough,12/12/2017,36.8471,-121.7545,10.80499999,22.53666667,0.072025,NA,0.0216,4,12,2017,0,Azevedo Pond
APN,Upper Slough,1/9/2018,36.8471,-121.7545,14.15999985,28.55333333,0.318666667,NA,0.0768,4,1,2018,0,Azevedo Pond
APN,Upper Slough,2/6/2018,36.8471,-121.7545,13.46599992,32.99666667,0.170666667,NA,0.0437,4,2,2018,0,Azevedo Pond
APN,Upper Slough,3/13/2018,36.8471,-121.7545,16.18533325,31.08,0.303333333,NA,0.061466667,4,3,2018,0,Azevedo Pond
APN,Upper Slough,4/10/2018,36.8471,-121.7545,24.3700002,27.89666667,0.23025,NA,0.213,4,4,2018,0,Azevedo Pond
APN,Upper Slough,5/8/2018,36.8471,-121.7545,19.95233281,35.55666667,0.107666667,NA,0.174,4,5,2018,1,Azevedo Pond
APN,Upper Slough,6/5/2018,36.8471,-121.7545,19.80099996,35.61333333,0.008333333,NA,0.12,4,6,2018,1,Azevedo Pond
APN,Upper Slough,7/10/2018,36.8471,-121.7545,26.6503334,37.08666667,0.013366667,NA,0.0859,4,7,2018,1,Azevedo Pond
APN,Upper Slough,8/7/2018,36.8471,-121.7545,17.71566709,37.26333333,0.023125,NA,0.0612,4,8,2018,1,Azevedo Pond
APN,Upper Slough,9/4/2018,36.8471,-121.7545,18.83866692,35.35333333,0.017533333,NA,0.102266667,4,9,2018,1,Azevedo Pond
APN,Upper Slough,10/2/2018,36.8471,-121.7545,19.37800026,34.39666667,0.090533333,NA,0.036533333,4,10,2018,1,Azevedo Pond
APN,Upper Slough,11/6/2018,36.8471,-121.7545,18.77166621,34.12,0.035066667,NA,0.023466667,4,11,2018,0,Azevedo Pond
APN,Upper Slough,12/4/2018,36.8471,-121.7545,12.35700003,30.52333333,0.18875,NA,0.018975,4,12,2018,0,Azevedo Pond
APN,Upper Slough,1/15/2019,36.8471,-121.7545,11.56099987,29.51,0.327333333,NA,0.0213,4,1,2019,0,Azevedo Pond
APN,Upper Slough,2/12/2019,36.8471,-121.7545,8.155666351,17.91333333,0.342666667,NA,0.060033333,4,2,2019,0,Azevedo Pond
APC,Upper Slough,3/28/1992,36.8439,-121.7513,22,7,0.025,0.0226,0.839999974,5,3,1992,0,Azevedo Pond
APC,Upper Slough,5/5/1992,36.8439,-121.7513,22,27.20000076,0.100000001,0.0055,0.930000007,5,5,1992,1,Azevedo Pond
APC,Upper Slough,6/30/1992,36.8439,-121.7513,25.10000038,38.20000076,0.300000012,0.0055,0.209999993,5,6,1992,1,Azevedo Pond
APC,Upper Slough,7/20/1992,36.8439,-121.7513,24.20000076,43.60490566,0.300000012,0.0055,0.529999971,5,7,1992,1,Azevedo Pond
APC,Upper Slough,8/8/1992,36.8439,-121.7513,28.5,48.05592635,0.400000006,0.067800003,0.180000007,5,8,1992,1,Azevedo Pond
APC,Upper Slough,9/29/1992,36.8439,-121.7513,20,33.79999924,0.05,0.316399995,0.07,5,9,1992,1,Azevedo Pond
APC,Upper Slough,10/27/1992,36.8439,-121.7513,19.79999924,38.5,1.100000024,NA,0.379999995,5,10,1992,1,Azevedo Pond
APC,Upper Slough,11/16/1992,36.8439,-121.7513,18.5,35.5394004,0.600000024,0.113,0.25,5,11,1992,0,Azevedo Pond
APC,Upper Slough,12/7/1992,36.8439,-121.7513,14,20,0.200000003,1.695,1.169999957,5,12,1992,0,Azevedo Pond
APC,Upper Slough,1/28/1993,36.8439,-121.7513,13.5,2.316720157,1.299999952,2.486,0.610000014,5,1,1993,0,Azevedo Pond
APC,Upper Slough,2/23/1993,36.8439,-121.7513,11.60000038,2.700000048,1,0.858799989,0.129999995,5,2,1993,0,Azevedo Pond
APC,Upper Slough,3/29/1993,36.8439,-121.7513,18,1.312335247,0.200000003,0.113,0.349999994,5,3,1993,0,Azevedo Pond
APC,Upper Slough,4/30/1993,36.8439,-121.7513,24.5,5,0.05,0.113,0.280000001,5,4,1993,0,Azevedo Pond
APC,Upper Slough,5/24/1993,36.8439,-121.7513,19.70000076,16.29999924,0.300000012,0.452,0.25999999,5,5,1993,1,Azevedo Pond
APC,Upper Slough,6/28/1993,36.8439,-121.7513,25.20000076,39,0.400000006,0.452,0.180000007,5,6,1993,1,Azevedo Pond
APC,Upper Slough,7/27/1993,36.8439,-121.7513,21.20000076,40.83491195,0.200000003,1.356,1.289999962,5,7,1993,1,Azevedo Pond
APC,Upper Slough,8/9/1993,36.8439,-121.7513,26.79999924,52.8285418,0.300000012,1.808,1.340000033,5,8,1993,1,Azevedo Pond
APC,Upper Slough,9/20/1993,36.8439,-121.7513,19,61.98255027,0.05,1.13,0.270000011,5,9,1993,1,Azevedo Pond
APC,Upper Slough,10/25/1993,36.8439,-121.7513,26.10000038,60.15881883,0.07,1.13,0.389999986,5,10,1993,1,Azevedo Pond
APC,Upper Slough,11/15/1993,36.8439,-121.7513,11.19999981,28.89999962,1.75,0.904,0.25999999,5,11,1993,0,Azevedo Pond
APC,Upper Slough,12/20/1993,36.8439,-121.7513,7.800000191,22.5,0.899999976,0.904,0.140000001,5,12,1993,0,Azevedo Pond
APC,Upper Slough,1/30/1994,36.8439,-121.7513,13.80000019,9,0.200000003,2.034,0.059999999,5,1,1994,0,Azevedo Pond
APC,Upper Slough,3/7/1994,36.8439,-121.7513,NA,7.47552587,0.025,0.113,0.07,5,3,1994,0,Azevedo Pond
APC,Upper Slough,5/2/1994,36.8439,-121.7513,19,18.79999924,0.025,0.904,0.340000004,5,5,1994,1,Azevedo Pond
APC,Upper Slough,7/26/1994,36.8439,-121.7513,27,31.5,0.025,1.356,0.300000012,5,7,1994,1,Azevedo Pond
APC,Upper Slough,8/29/1994,36.8439,-121.7513,23.20000076,89.3638245,0.430000007,NA,0.50999999,5,8,1994,1,Azevedo Pond
APC,Upper Slough,9/20/1994,36.8439,-121.7513,19.5,NA,1.330000043,0.226,0.170000002,5,9,1994,1,Azevedo Pond
APC,Upper Slough,10/24/1994,36.8439,-121.7513,16.79999924,NA,0.025,1.582,0.170000002,5,10,1994,1,Azevedo Pond
APC,Upper Slough,11/14/1994,36.8439,-121.7513,9.800000191,13.39999962,3.599999905,1.356,0.180000007,5,11,1994,0,Azevedo Pond
APC,Upper Slough,12/31/1994,36.8439,-121.7513,9.899999619,19,0.025,0.678,0.07,5,12,1994,0,Azevedo Pond
APC,Upper Slough,1/30/1995,36.8439,-121.7513,15.5,1,0.140000001,1.356,0.409999996,5,1,1995,0,Azevedo Pond
APC,Upper Slough,3/27/1995,36.8439,-121.7513,15.30000019,1.409999967,0.300000012,1.356,0.379999995,5,3,1995,0,Azevedo Pond
APC,Upper Slough,4/24/1995,36.8439,-121.7513,26.70000076,4.889999866,0.870000005,1.13,0.140000001,5,4,1995,0,Azevedo Pond
APC,Upper Slough,5/22/1995,36.8439,-121.7513,23.20000076,10.69999981,0.025,0.113,0.015,5,5,1995,1,Azevedo Pond
APC,Upper Slough,6/29/1995,36.8439,-121.7513,16.70000076,25.5,8.260000229,0.452,0.200000003,5,6,1995,1,Azevedo Pond
APC,Upper Slough,7/21/1995,36.8439,-121.7513,NA,37.41694541,0.280000001,0.113,0.569999993,5,7,1995,1,Azevedo Pond
APC,Upper Slough,8/29/1995,36.8439,-121.7513,NA,82.28066616,0.239999995,0.113,0.569999993,5,8,1995,1,Azevedo Pond
APC,Upper Slough,9/25/1995,36.8439,-121.7513,20.70000076,77.07547816,0.129999995,0.226,0.769999981,5,9,1995,1,Azevedo Pond
APC,Upper Slough,10/24/1995,36.8439,-121.7513,19.10000038,88.60682281,0.460000008,0.113,0.409999996,5,10,1995,1,Azevedo Pond
APC,Upper Slough,11/28/1995,36.8439,-121.7513,20.70000076,46.92716501,0.025,0.113,0.280000001,5,11,1995,0,Azevedo Pond
APC,Upper Slough,12/19/1995,36.8439,-121.7513,10.30000019,16.371937,2.089999914,2.034,0.015,5,12,1995,0,Azevedo Pond
APC,Upper Slough,1/30/1996,36.8439,-121.7513,10.5,20.85495905,0.025,0.113,0.015,5,1,1996,0,Azevedo Pond
APC,Upper Slough,2/29/1996,36.8439,-121.7513,11.5,1.248644683,0.389999986,1.582,0.109999999,5,2,1996,0,Azevedo Pond
APC,Upper Slough,3/26/1996,36.8439,-121.7513,16.20000076,2.550524645,1.090000033,0.226,0.015,5,3,1996,0,Azevedo Pond
APC,Upper Slough,4/29/1996,36.8439,-121.7513,27.29999924,12.16699383,0.330000013,0.113,0.209999993,5,4,1996,0,Azevedo Pond
APC,Upper Slough,5/28/1996,36.8439,-121.7513,13.60000038,22.12332881,0.629999995,0.113,0.059999999,5,5,1996,1,Azevedo Pond
APC,Upper Slough,6/29/1996,36.8439,-121.7513,NA,38.17222702,1.419999957,0.113,0.25999999,5,6,1996,1,Azevedo Pond
APC,Upper Slough,7/30/1996,36.8439,-121.7513,24.29999924,33.9908082,0.389999986,0.113,0.015,5,7,1996,1,Azevedo Pond
APC,Upper Slough,8/26/1996,36.8439,-121.7513,24.89999962,48.08399489,0.129999995,0.113,0.039999999,5,8,1996,1,Azevedo Pond
APC,Upper Slough,9/30/1996,36.8439,-121.7513,16.10000038,50.16593382,0.025,0.113,0.050000001,5,9,1996,1,Azevedo Pond
APC,Upper Slough,10/21/1996,36.8439,-121.7513,NA,68.97853682,0.025,0.113,1.009999991,5,10,1996,1,Azevedo Pond
APC,Upper Slough,11/18/1996,36.8439,-121.7513,16.10000038,40.89463809,0.349999994,0.113,0.059999999,5,11,1996,0,Azevedo Pond
APC,Upper Slough,12/31/1996,36.8439,-121.7513,11.60000038,1.059999943,0.349999994,0.113,0.059999999,5,12,1996,0,Azevedo Pond
APC,Upper Slough,1/28/1997,36.8439,-121.7513,13.10000038,0.814289246,0.200000003,0.904,0.180000007,5,1,1997,0,Azevedo Pond
APC,Upper Slough,2/28/1997,36.8439,-121.7513,13.10000038,0.01,0.180000007,0.678,0.579999983,5,2,1997,0,Azevedo Pond
APC,Upper Slough,3/24/1997,36.8439,-121.7513,22.60000038,8.378669728,0.300000012,1.356,0.129999995,5,3,1997,0,Azevedo Pond
APC,Upper Slough,4/23/1997,36.8439,-121.7513,23.5,24.62329176,0.059999999,0.226,0.039999999,5,4,1997,0,Azevedo Pond
APC,Upper Slough,5/27/1997,36.8439,-121.7513,30.29999924,32.55408632,0.49000001,0.113,0.079999998,5,5,1997,1,Azevedo Pond
APC,Upper Slough,6/24/1997,36.8439,-121.7513,29.89999962,NA,0.319999993,0.113,0.039999999,5,6,1997,1,Azevedo Pond
APC,Upper Slough,7/29/1997,36.8439,-121.7513,26,40.83491195,0.025,0.113,0.100000001,5,7,1997,1,Azevedo Pond
APC,Upper Slough,8/25/1997,36.8439,-121.7513,28.79999924,NA,0.280000001,0.452,0.170000002,5,8,1997,1,Azevedo Pond
APC,Upper Slough,10/3/1997,36.8439,-121.7513,16,32.31000137,0.025,0.113,0.300000012,5,10,1997,1,Azevedo Pond
APC,Upper Slough,11/17/1997,36.8439,-121.7513,17.79999924,26.97999954,0.129999995,0.452,0.150000006,5,11,1997,0,Azevedo Pond
APC,Upper Slough,12/31/1997,36.8439,-121.7513,12.5,15.97999954,0.100000001,0.226,0.239999995,5,12,1997,0,Azevedo Pond
APC,Upper Slough,2/3/1998,36.8439,-121.7513,12.39999962,NA,0.209999993,0.904,0.150000006,5,2,1998,0,Azevedo Pond
APC,Upper Slough,2/24/1998,36.8439,-121.7513,11.69999981,NA,0.170000002,1.582,0.100000001,5,2,1998,0,Azevedo Pond
APC,Upper Slough,3/31/1998,36.8439,-121.7513,18.10000038,0.819999993,0.159999996,0.452,0.050000001,5,3,1998,0,Azevedo Pond
APC,Upper Slough,4/28/1998,36.8439,-121.7513,26,2,0.07,0.452,0.100000001,5,4,1998,0,Azevedo Pond
APC,Upper Slough,6/1/1998,36.8439,-121.7513,22.20000076,12.31000042,0.170000002,4.068,0.150000006,5,6,1998,1,Azevedo Pond
APC,Upper Slough,7/27/1998,36.8439,-121.7513,30.5,42.79000092,0.170000002,0.113,0.140000001,5,7,1998,1,Azevedo Pond
APC,Upper Slough,8/31/1998,36.8439,-121.7513,27.10000038,NA,0.400000006,1.13,0.015,5,8,1998,1,Azevedo Pond
APC,Upper Slough,9/28/1998,36.8439,-121.7513,24.29999924,NA,0.379999995,NA,0.469999999,5,9,1998,1,Azevedo Pond
APC,Upper Slough,12/7/1998,36.8439,-121.7513,9.899999619,28.80999947,0.025,0.113,0.090000004,5,12,1998,0,Azevedo Pond
APC,Upper Slough,1/12/1999,36.8439,-121.7513,9.199999809,32.90999985,0.079999998,0.678,0.150000006,5,1,1999,0,Azevedo Pond
APC,Upper Slough,2/2/1999,36.8439,-121.7513,10.10000038,19.04000092,0.090000004,0.678,0.059999999,5,2,1999,0,Azevedo Pond
APC,Upper Slough,3/1/1999,36.8439,-121.7513,17,8.170000076,0.050000001,0.678,NA,5,3,1999,0,Azevedo Pond
APC,Upper Slough,3/29/1999,36.8439,-121.7513,NA,NA,0.07,0.904,NA,5,3,1999,0,Azevedo Pond
APC,Upper Slough,4/26/1999,36.8439,-121.7513,25.79999924,13.97000027,0.059999999,0.226,0.050000001,5,4,1999,0,Azevedo Pond
APC,Upper Slough,6/1/1999,36.8439,-121.7513,21.60000038,34.41999817,0.090000004,0.226,0.310000002,5,6,1999,1,Azevedo Pond
APC,Upper Slough,2/7/2000,36.8439,-121.7513,17.79999924,6.889999866,0.100000001,0.113,0.100000001,5,2,2.00E+03,0,Azevedo Pond
APC,Upper Slough,3/7/2000,36.8439,-121.7513,10.5,1.450000048,0.025,0.113,0.015,5,3,2.00E+03,0,Azevedo Pond
APC,Upper Slough,4/10/2000,36.8439,-121.7513,22.79999924,7.730000019,0.059999999,0.113,0.029999999,5,4,2.00E+03,0,Azevedo Pond
APC,Upper Slough,5/8/2000,36.8439,-121.7513,20.60000038,30.29000092,0.025,0.113,0.100000001,5,5,2.00E+03,1,Azevedo Pond
APC,Upper Slough,7/17/2000,36.8439,-121.7513,25.79999924,48.95926073,0.059999999,NA,0.039999999,5,7,2.00E+03,1,Azevedo Pond
APC,Upper Slough,8/14/2000,36.8439,-121.7513,25.60000038,68.51752917,0.025,NA,0.200000003,5,8,2.00E+03,1,Azevedo Pond
APC,Upper Slough,9/11/2000,36.8439,-121.7513,27.29999924,75.10874145,0.025,0.113,0.109999999,5,9,2.00E+03,1,Azevedo Pond
APC,Upper Slough,10/16/2000,36.8439,-121.7513,21,35.52741875,0.079999998,0.113,0.109999999,5,10,2.00E+03,1,Azevedo Pond
APC,Upper Slough,11/6/2000,36.8439,-121.7513,19.39999962,48.84999847,0.025,0.113,0.119999997,5,11,2.00E+03,0,Azevedo Pond
APC,Upper Slough,12/11/2000,36.8439,-121.7513,11.09000015,37.25999832,0.025,0.113,0.129999995,5,12,2.00E+03,0,Azevedo Pond
APC,Upper Slough,1/8/2001,36.8439,-121.7513,13.14000034,32.38000107,0.025,0.113,0.039999999,5,1,2001,0,Azevedo Pond
APC,Upper Slough,2/5/2001,36.8439,-121.7513,19.51000023,30.79000092,0.025,0.113,0.015,5,2,2001,0,Azevedo Pond
APC,Upper Slough,3/13/2001,36.8439,-121.7513,19.03000069,23.80999947,0.100000001,0.113,0.200000003,5,3,2001,0,Azevedo Pond
APC,Upper Slough,4/30/2001,36.8439,-121.7513,21.88999939,37.04999924,0.100000001,0.113,0.829999983,5,4,2001,0,Azevedo Pond
APC,Upper Slough,5/29/2001,36.8439,-121.7513,21.29000092,16.60000038,0.159999996,0.113,0.180000007,5,5,2001,1,Azevedo Pond
APC,Upper Slough,6/25/2001,36.8439,-121.7513,28.14999962,36.22000122,0.159999996,0.113,0.180000007,5,6,2001,1,Azevedo Pond
APC,Upper Slough,7/31/2001,36.8439,-121.7513,24.88999939,21.18000031,0.050000001,0.113,0.059999999,5,7,2001,1,Azevedo Pond
APC,Upper Slough,12/18/2001,36.8439,-121.7513,13.63000011,11.72999954,0.025,0.113,NA,5,12,2001,0,Azevedo Pond
APC,Upper Slough,1/28/2002,36.8439,-121.7513,10.46000004,6.599999905,0.025,0.0115,0.050000001,5,1,2002,0,Azevedo Pond
